"Fragment","Date.0","Genotype.0","Tank.0","A_Tank.0","Nutrients.0","Disease.0","YII.0","Sample.0","Date.2","Genotype.2","Tank.2","A_Tank.2","Nutrients.2","Disease.2","YII.2","Sample.2","Date.3","Genotype.3","Tank.3","A_Tank.3","Nutrients.3","Disease.3","YII.3","Sample.3","Date.4","Genotype.4","Tank.4","A_Tank.4","Nutrients.4","Disease.4","YII.4","Sample.4","Date.5","Genotype.5","Tank.5","A_Tank.5","Nutrients.5","Disease.5","YII.5","Sample.5","Date.6","Genotype.6","Tank.6","A_Tank.6","Nutrients.6","Disease.6","YII.6","Sample.6","Date.7","Genotype.7","Tank.7","A_Tank.7","Nutrients.7","Disease.7","YII.7","Sample.7","Date.8","Genotype.8","Tank.8","A_Tank.8","Nutrients.8","Disease.8","YII.8","Sample.8","Date.9","Genotype.9","Tank.9","A_Tank.9","Nutrients.9","Disease.9","YII.9","Sample.9","Date.10","Genotype.10","Tank.10","A_Tank.10","Nutrients.10","Disease.10","YII.10","Sample.10","Date.11","Genotype.11","Tank.11","A_Tank.11","Nutrients.11","Disease.11","YII.11","Sample.11","Date.12","Genotype.12","Tank.12","A_Tank.12","Nutrients.12","Disease.12","YII.12","Sample.12","Date.13","Genotype.13","Tank.13","A_Tank.13","Nutrients.13","Disease.13","YII.13","Sample.13"
"A001","2020-08-12","Kelsey-1","5","7","NH4","Pathogen",0.627,"2020-08-12_A001","2020-09-02","Kelsey-1","1","7","NH4","Pathogen",0.586,"2020-09-02_A001","2020-09-11","Kelsey-1","1","7","NH4","Pathogen",0.54,"2020-09-11_A001","2020-09-18","Kelsey-1","7","7","NH4","Pathogen",0.516,"2020-09-18_A001","2020-09-22","Kelsey-1","7","7","NH4","Pathogen",0.494,"2020-09-22_A001","2020-09-25","Kelsey-1","7","7","NH4","Pathogen",0.517,"2020-09-25_A001","2020-10-02","Kelsey-1","7","7","NH4","Pathogen",0.481,"2020-10-02_A001","2020-10-09","Kelsey-1","7","7","NH4","Pathogen",0.55,"2020-10-09_A001","2020-10-15","Kelsey-1","3","7","NH4","Pathogen",0.557,"2020-10-15_A001","2020-10-23","Kelsey-1","3","7","NH4","Pathogen",0.53,"2020-10-23_A001",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","3","7","NH4","Pathogen",0.523,"2020-10-30_A001",NA,NA,NA,NA,NA,NA,NA,NA
"A002","2020-08-12","Kelsey-1","5","4","NH4","Pathogen",0.651,"2020-08-12_A002","2020-09-04","Kelsey-1","4","4","NH4","Pathogen",0.671,"2020-09-04_A002","2020-09-11","Kelsey-1","4","4","NH4","Pathogen",0.568,"2020-09-11_A002","2020-09-18","Kelsey-1","4","4","NH4","Pathogen",0.535,"2020-09-18_A002","2020-09-22","Kelsey-1","4","4","NH4","Pathogen",0.524,"2020-09-22_A002","2020-09-25","Kelsey-1","4","4","NH4","Pathogen",0.508,"2020-09-25_A002","2020-10-02","Kelsey-1","4","4","NH4","Pathogen",0.509,"2020-10-02_A002","2020-10-09","Kelsey-1","4","4","NH4","Pathogen",0.531,"2020-10-09_A002","2020-10-15","Kelsey-1","4","4","NH4","Pathogen",0.56,"2020-10-15_A002","2020-10-23","Kelsey-1","4","4","NH4","Pathogen",0.538,"2020-10-23_A002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A003","2020-08-12","Kelsey-1","5","6","Ambient","Pathogen",0.646,"2020-08-12_A003","2020-09-02","Kelsey-1","6","6","Ambient","Pathogen",0.584,"2020-09-02_A003","2020-09-11","Kelsey-1","6","6","Ambient","Pathogen",0.532,"2020-09-11_A003","2020-09-18","Kelsey-1","6","6","Ambient","Pathogen",0.472,"2020-09-18_A003","2020-09-22","Kelsey-1","6","6","Ambient","Pathogen",0.472,"2020-09-22_A003","2020-09-25","Kelsey-1","6","6","Ambient","Pathogen",0.49,"2020-09-25_A003","2020-10-02","Kelsey-1","6","6","Ambient","Pathogen",0.493,"2020-10-02_A003","2020-10-09","Kelsey-1","6","6","Ambient","Pathogen",0.504,"2020-10-09_A003","2020-10-15","Kelsey-1","2","6","Ambient","Pathogen",0.521,"2020-10-15_A003","2020-10-23","Kelsey-1","2","6","Ambient","Pathogen",0.503,"2020-10-23_A003","2020-10-29","Kelsey-1","2","6","Ambient","Pathogen",0.477,"2020-10-29_A003","2020-10-30","Kelsey-1","2","6","Ambient","Pathogen",0.437,"2020-10-30_A003",NA,NA,NA,NA,NA,NA,NA,NA
"A004","2020-08-12","Kelsey-1","5","5","Ambient","Pathogen",0.578,"2020-08-12_A004","2020-09-02","Kelsey-1","5","5","Ambient","Pathogen",0.561,"2020-09-02_A004","2020-09-11","Kelsey-1","5","5","Ambient","Pathogen",0.55,"2020-09-11_A004","2020-09-18","Kelsey-1","5","5","Ambient","Pathogen",0.521,"2020-09-18_A004","2020-09-22","Kelsey-1","5","5","Ambient","Pathogen",0.49,"2020-09-22_A004","2020-09-25","Kelsey-1","5","5","Ambient","Pathogen",0.529,"2020-09-25_A004","2020-10-02","Kelsey-1","5","5","Ambient","Pathogen",0.528,"2020-10-02_A004","2020-10-09","Kelsey-1","5","5","Ambient","Pathogen",0.527,"2020-10-09_A004","2020-10-15","Kelsey-1","1","5","Ambient","Pathogen",0.539,"2020-10-15_A004","2020-10-23","Kelsey-1","1","5","Ambient","Pathogen",0.513,"2020-10-23_A004",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","1","5","Ambient","Pathogen",0.532,"2020-10-30_A004","2020-11-06","Kelsey-1","1","5","Ambient","Pathogen",0.516,"2020-11-06_A004"
"A005","2020-08-12","Kelsey-1","5","1","Ambient","Pathogen",0.637,"2020-08-12_A005","2020-09-02","Kelsey-1","3","1","Ambient","Pathogen",0.502,"2020-09-02_A005","2020-09-11","Kelsey-1","7","1","Ambient","Pathogen",0.48,"2020-09-11_A005","2020-09-18","Kelsey-1","1","1","Ambient","Pathogen",0.52,"2020-09-18_A005","2020-09-22","Kelsey-1","1","1","Ambient","Pathogen",0.513,"2020-09-22_A005","2020-09-25","Kelsey-1","1","1","Ambient","Pathogen",0.526,"2020-09-25_A005","2020-10-02","Kelsey-1","1","1","Ambient","Pathogen",0.526,"2020-10-02_A005","2020-10-09","Kelsey-1","1","1","Ambient","Pathogen",0.532,"2020-10-09_A005","2020-10-15","Kelsey-1","1","1","Ambient","Pathogen",0.553,"2020-10-15_A005","2020-10-23","Kelsey-1","1","1","Ambient","Pathogen",0.517,"2020-10-23_A005",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","1","1","Ambient","Pathogen",0.531,"2020-10-30_A005",NA,NA,NA,NA,NA,NA,NA,NA
"A007","2020-08-12","Kelsey-1","5","7","NH4","Placebo",0.631,"2020-08-12_A007","2020-09-02","Kelsey-1","1","7","NH4","Placebo",0.547,"2020-09-02_A007","2020-09-11","Kelsey-1","1","7","NH4","Placebo",0.517,"2020-09-11_A007","2020-09-18","Kelsey-1","7","7","NH4","Placebo",0.512,"2020-09-18_A007","2020-09-22","Kelsey-1","7","7","NH4","Placebo",0.474,"2020-09-22_A007","2020-09-25","Kelsey-1","7","7","NH4","Placebo",0.531,"2020-09-25_A007","2020-10-02","Kelsey-1","7","7","NH4","Placebo",0.531,"2020-10-02_A007","2020-10-09","Kelsey-1","7","7","NH4","Placebo",0.543,"2020-10-09_A007","2020-10-15","Kelsey-1","7","7","NH4","Placebo",0.549,"2020-10-15_A007","2020-10-23","Kelsey-1","7","7","NH4","Placebo",0.545,"2020-10-23_A007",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","7","7","NH4","Placebo",0.527,"2020-10-30_A007",NA,NA,NA,NA,NA,NA,NA,NA
"A008","2020-08-12","Kelsey-1","5","4","NH4","Placebo",0.645,"2020-08-12_A008","2020-09-04","Kelsey-1","4","4","NH4","Placebo",0.534,"2020-09-04_A008","2020-09-11","Kelsey-1","4","4","NH4","Placebo",0.492,"2020-09-11_A008","2020-09-18","Kelsey-1","4","4","NH4","Placebo",0.439,"2020-09-18_A008","2020-09-22","Kelsey-1","4","4","NH4","Placebo",0.518,"2020-09-22_A008","2020-09-25","Kelsey-1","4","4","NH4","Placebo",0.538,"2020-09-25_A008","2020-10-02","Kelsey-1","4","4","NH4","Placebo",0.526,"2020-10-02_A008","2020-10-09","Kelsey-1","4","4","NH4","Placebo",0.528,"2020-10-09_A008","2020-10-15","Kelsey-1","8","4","NH4","Placebo",0.537,"2020-10-15_A008","2020-10-23","Kelsey-1","8","4","NH4","Placebo",0.543,"2020-10-23_A008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A009","2020-08-12","Kelsey-1","5","7","NH4","Placebo",0.654,"2020-08-12_A009","2020-09-02","Kelsey-1","1","7","NH4","Placebo",0.572,"2020-09-02_A009","2020-09-11","Kelsey-1","1","7","NH4","Placebo",0.553,"2020-09-11_A009","2020-09-18","Kelsey-1","7","7","NH4","Placebo",0.503,"2020-09-18_A009","2020-09-22","Kelsey-1","7","7","NH4","Placebo",0.483,"2020-09-22_A009","2020-09-25","Kelsey-1","7","7","NH4","Placebo",0.509,"2020-09-25_A009","2020-10-02","Kelsey-1","7","7","NH4","Placebo",0.511,"2020-10-02_A009","2020-10-09","Kelsey-1","7","7","NH4","Placebo",0.518,"2020-10-09_A009","2020-10-15","Kelsey-1","7","7","NH4","Placebo",0.529,"2020-10-15_A009","2020-10-23","Kelsey-1","7","7","NH4","Placebo",0.52,"2020-10-23_A009",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","7","7","NH4","Placebo",0.501,"2020-10-30_A009",NA,NA,NA,NA,NA,NA,NA,NA
"A010","2020-08-12","Kelsey-1","5","8","NH4","Placebo",0.626,"2020-08-12_A010","2020-09-02","Kelsey-1","2","8","NH4","Placebo",0.586,"2020-09-02_A010","2020-09-11","Kelsey-1","2","8","NH4","Placebo",0.531,"2020-09-11_A010","2020-09-18","Kelsey-1","8","8","NH4","Placebo",0.515,"2020-09-18_A010","2020-09-22","Kelsey-1","8","8","NH4","Placebo",0.473,"2020-09-22_A010","2020-09-25","Kelsey-1","8","8","NH4","Placebo",0.507,"2020-09-25_A010","2020-10-02","Kelsey-1","8","8","NH4","Placebo",0.521,"2020-10-02_A010","2020-10-09","Kelsey-1","8","8","NH4","Placebo",0.525,"2020-10-09_A010","2020-10-15","Kelsey-1","8","8","NH4","Placebo",0.555,"2020-10-15_A010","2020-10-23","Kelsey-1","8","8","NH4","Placebo",0.545,"2020-10-23_A010",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","8","8","NH4","Placebo",0.505,"2020-10-30_A010",NA,NA,NA,NA,NA,NA,NA,NA
"A012","2020-08-12","Kelsey-1","5","1","Ambient","Placebo",0.583,"2020-08-12_A012","2020-09-02","Kelsey-1","3","1","Ambient","Placebo",0.549,"2020-09-02_A012","2020-09-11","Kelsey-1","7","1","Ambient","Placebo",0.488,"2020-09-11_A012","2020-09-18","Kelsey-1","1","1","Ambient","Placebo",0.517,"2020-09-18_A012","2020-09-22","Kelsey-1","1","1","Ambient","Placebo",0.486,"2020-09-22_A012","2020-09-25","Kelsey-1","1","1","Ambient","Placebo",0.528,"2020-09-25_A012","2020-10-02","Kelsey-1","1","1","Ambient","Placebo",0.518,"2020-10-02_A012","2020-10-09","Kelsey-1","1","1","Ambient","Placebo",0.495,"2020-10-09_A012","2020-10-15","Kelsey-1","5","1","Ambient","Placebo",0.539,"2020-10-15_A012","2020-10-23","Kelsey-1","5","1","Ambient","Placebo",0.524,"2020-10-23_A012",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","5","1","Ambient","Placebo",0.493,"2020-10-30_A012","2020-11-06","Kelsey-1","3","1","Ambient","Placebo",0.493,"2020-11-06_A012"
"A013","2020-08-12","Kelsey-1","5","2","Ambient","Placebo",0.676,"2020-08-12_A013","2020-09-02","Kelsey-1","8","2","Ambient","Placebo",0.579,"2020-09-02_A013","2020-09-11","Kelsey-1","8","2","Ambient","Placebo",0.55,"2020-09-11_A013","2020-09-18","Kelsey-1","2","2","Ambient","Placebo",0.533,"2020-09-18_A013","2020-09-22","Kelsey-1","2","2","Ambient","Placebo",0.509,"2020-09-22_A013","2020-09-25","Kelsey-1","2","2","Ambient","Placebo",0.512,"2020-09-25_A013","2020-10-02","Kelsey-1","2","2","Ambient","Placebo",0.511,"2020-10-02_A013","2020-10-09","Kelsey-1","2","2","Ambient","Placebo",0.493,"2020-10-09_A013","2020-10-15","Kelsey-1","6","2","Ambient","Placebo",0.509,"2020-10-15_A013","2020-10-23","Kelsey-1","6","2","Ambient","Placebo",0.496,"2020-10-23_A013",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","6","2","Ambient","Placebo",0.508,"2020-10-30_A013","2020-11-06","Kelsey-1","4","2","Ambient","Pathogen",0.495,"2020-11-06_A013"
"A014","2020-08-12","Kelsey-1","5","3","NH4","Placebo",0.648,"2020-08-12_A014","2020-09-04","Kelsey-1","7","3","NH4","Placebo",0.471,"2020-09-04_A014","2020-09-11","Kelsey-1","3","3","NH4","Placebo",0.514,"2020-09-11_A014","2020-09-18","Kelsey-1","3","3","NH4","Placebo",0.509,"2020-09-18_A014","2020-09-22","Kelsey-1","3","3","NH4","Placebo",0.504,"2020-09-22_A014","2020-09-25","Kelsey-1","3","3","NH4","Placebo",0.507,"2020-09-25_A014","2020-10-02","Kelsey-1","3","3","NH4","Placebo",0.498,"2020-10-02_A014","2020-10-09","Kelsey-1","3","3","NH4","Placebo",0.507,"2020-10-09_A014","2020-10-15","Kelsey-1","7","3","NH4","Placebo",0.577,"2020-10-15_A014","2020-10-23","Kelsey-1","7","3","NH4","Placebo",0.58,"2020-10-23_A014",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","7","3","NH4","Placebo",0.54,"2020-10-30_A014","2020-11-06","Kelsey-1","5","3","NH4","Placebo",0.512,"2020-11-06_A014"
"A015","2020-08-12","Kelsey-1","5","5","Ambient","Placebo",0.656,"2020-08-12_A015","2020-09-02","Kelsey-1","5","5","Ambient","Placebo",0.577,"2020-09-02_A015","2020-09-11","Kelsey-1","5","5","Ambient","Placebo",0.552,"2020-09-11_A015","2020-09-18","Kelsey-1","5","5","Ambient","Placebo",0.499,"2020-09-18_A015","2020-09-22","Kelsey-1","5","5","Ambient","Placebo",0.513,"2020-09-22_A015","2020-09-25","Kelsey-1","5","5","Ambient","Placebo",0.511,"2020-09-25_A015","2020-10-02","Kelsey-1","5","5","Ambient","Placebo",0.521,"2020-10-02_A015","2020-10-09","Kelsey-1","5","5","Ambient","Placebo",0.507,"2020-10-09_A015","2020-10-15","Kelsey-1","5","5","Ambient","Placebo",0.538,"2020-10-15_A015","2020-10-23","Kelsey-1","5","5","Ambient","Placebo",0.478,"2020-10-23_A015",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","5","5","Ambient","Placebo",0.494,"2020-10-30_A015","2020-11-06","Kelsey-1","3","5","Ambient","Placebo",0.451,"2020-11-06_A015"
"A093","2020-08-12","Kelsey-1","5","2","Ambient","Pathogen",0.65,"2020-08-12_A093","2020-09-02","Kelsey-1","8","2","Ambient","Pathogen",0.592,"2020-09-02_A093","2020-09-11","Kelsey-1","8","2","Ambient","Pathogen",0.583,"2020-09-11_A093","2020-09-18","Kelsey-1","2","2","Ambient","Pathogen",0.523,"2020-09-18_A093","2020-09-22","Kelsey-1","2","2","Ambient","Pathogen",0.525,"2020-09-22_A093","2020-09-25","Kelsey-1","2","2","Ambient","Pathogen",0.502,"2020-09-25_A093","2020-10-02","Kelsey-1","2","2","Ambient","Pathogen",0.545,"2020-10-02_A093","2020-10-09","Kelsey-1","2","2","Ambient","Pathogen",0.467,"2020-10-09_A093","2020-10-15","Kelsey-1","2","2","Ambient","Pathogen",0.496,"2020-10-15_A093","2020-10-23","Kelsey-1","2","2","Ambient","Pathogen",0.54,"2020-10-23_A093","2020-10-29","Kelsey-1","2","2","Ambient","Pathogen",0.498,"2020-10-29_A093","2020-10-30","Kelsey-1","2","2","Ambient","Pathogen",0.435,"2020-10-30_A093",NA,NA,NA,NA,NA,NA,NA,NA
"A094","2020-08-12","Kelsey-1","5","3","NH4","Pathogen",0.665,"2020-08-12_A094","2020-09-02","Kelsey-1","7","3","NH4","Pathogen",0.55,"2020-09-02_A094","2020-09-11","Kelsey-1","3","3","NH4","Pathogen",0.488,"2020-09-11_A094","2020-09-18","Kelsey-1","3","3","NH4","Pathogen",0.459,"2020-09-18_A094","2020-09-22","Kelsey-1","3","3","NH4","Pathogen",0.524,"2020-09-22_A094","2020-09-25","Kelsey-1","3","3","NH4","Pathogen",0.525,"2020-09-25_A094","2020-10-02","Kelsey-1","3","3","NH4","Pathogen",0.481,"2020-10-02_A094","2020-10-09","Kelsey-1","3","3","NH4","Pathogen",0.518,"2020-10-09_A094","2020-10-15","Kelsey-1","3","3","NH4","Pathogen",0.556,"2020-10-15_A094","2020-10-23","Kelsey-1","3","3","NH4","Pathogen",0.57,"2020-10-23_A094",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","3","3","NH4","Pathogen",0.552,"2020-10-30_A094",NA,NA,NA,NA,NA,NA,NA,NA
"A095","2020-08-12","Kelsey-1","5","5","Ambient","Pathogen",0.659,"2020-08-12_A095","2020-09-02","Kelsey-1","5","5","Ambient","Pathogen",0.514,"2020-09-02_A095","2020-09-11","Kelsey-1","5","5","Ambient","Pathogen",0.528,"2020-09-11_A095","2020-09-18","Kelsey-1","5","5","Ambient","Pathogen",0.531,"2020-09-18_A095","2020-09-22","Kelsey-1","5","5","Ambient","Pathogen",0.522,"2020-09-22_A095","2020-09-25","Kelsey-1","5","5","Ambient","Pathogen",0.545,"2020-09-25_A095","2020-10-02","Kelsey-1","5","5","Ambient","Pathogen",0.514,"2020-10-02_A095","2020-10-09","Kelsey-1","5","5","Ambient","Pathogen",0.514,"2020-10-09_A095","2020-10-15","Kelsey-1","1","5","Ambient","Pathogen",0.543,"2020-10-15_A095","2020-10-23","Kelsey-1","1","5","Ambient","Pathogen",0.513,"2020-10-23_A095",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","1","5","Ambient","Pathogen",0.507,"2020-10-30_A095","2020-11-06","Kelsey-1","1","5","Ambient","Pathogen",0.509,"2020-11-06_A095"
"A096","2020-08-12","Kelsey-1","5","6","Ambient","Placebo",0.663,"2020-08-12_A096","2020-09-02","Kelsey-1","6","6","Ambient","Placebo",0.547,"2020-09-02_A096","2020-09-11","Kelsey-1","6","6","Ambient","Placebo",0.536,"2020-09-11_A096","2020-09-18","Kelsey-1","6","6","Ambient","Placebo",0.514,"2020-09-18_A096","2020-09-22","Kelsey-1","6","6","Ambient","Placebo",0.487,"2020-09-22_A096","2020-09-25","Kelsey-1","6","6","Ambient","Placebo",0.452,"2020-09-25_A096","2020-10-02","Kelsey-1","6","6","Ambient","Placebo",0.523,"2020-10-02_A096","2020-10-09","Kelsey-1","6","6","Ambient","Placebo",0.466,"2020-10-09_A096","2020-10-15","Kelsey-1","6","6","Ambient","Placebo",0.53,"2020-10-15_A096","2020-10-23","Kelsey-1","6","6","Ambient","Placebo",0.48,"2020-10-23_A096",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","6","6","Ambient","Placebo",0.489,"2020-10-30_A096","2020-11-06","Kelsey-1","4","6","Ambient","Pathogen",0.448,"2020-11-06_A096"
"A097","2020-08-12","Kelsey-1","5","8","NH4","Pathogen",0.644,"2020-08-12_A097","2020-09-02","Kelsey-1","2","8","NH4","Pathogen",0.572,"2020-09-02_A097","2020-09-11","Kelsey-1","2","8","NH4","Pathogen",0.546,"2020-09-11_A097","2020-09-18","Kelsey-1","8","8","NH4","Pathogen",0.496,"2020-09-18_A097","2020-09-22","Kelsey-1","8","8","NH4","Pathogen",0.521,"2020-09-22_A097","2020-09-25","Kelsey-1","8","8","NH4","Pathogen",0.541,"2020-09-25_A097","2020-10-02","Kelsey-1","8","8","NH4","Pathogen",0.52,"2020-10-02_A097","2020-10-09","Kelsey-1","8","8","NH4","Pathogen",0.549,"2020-10-09_A097","2020-10-15","Kelsey-1","4","8","NH4","Pathogen",0.586,"2020-10-15_A097","2020-10-23","Kelsey-1","4","8","NH4","Pathogen",0.55,"2020-10-23_A097",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","4","8","NH4","Pathogen",0.537,"2020-10-30_A097",NA,NA,NA,NA,NA,NA,NA,NA
"A098","2020-08-12","Kelsey-1","5","6","Ambient","Pathogen",0.668,"2020-08-12_A098","2020-09-02","Kelsey-1","6","6","Ambient","Pathogen",0.587,"2020-09-02_A098","2020-09-11","Kelsey-1","6","6","Ambient","Pathogen",0.548,"2020-09-11_A098","2020-09-18","Kelsey-1","6","6","Ambient","Pathogen",0.533,"2020-09-18_A098","2020-09-22","Kelsey-1","6","6","Ambient","Pathogen",0.521,"2020-09-22_A098","2020-09-25","Kelsey-1","6","6","Ambient","Pathogen",0.497,"2020-09-25_A098","2020-10-02","Kelsey-1","6","6","Ambient","Pathogen",0.512,"2020-10-02_A098","2020-10-09","Kelsey-1","6","6","Ambient","Pathogen",0.479,"2020-10-09_A098","2020-10-15","Kelsey-1","2","6","Ambient","Pathogen",0.504,"2020-10-15_A098","2020-10-23","Kelsey-1","2","6","Ambient","Pathogen",0.539,"2020-10-23_A098","2020-10-29","Kelsey-1","2","6","Ambient","Pathogen",0.439,"2020-10-29_A098","2020-10-30","Kelsey-1","2","6","Ambient","Pathogen",0.448,"2020-10-30_A098",NA,NA,NA,NA,NA,NA,NA,NA
"A099","2020-08-12","Kelsey-1","5","2","Ambient","Placebo",0.641,"2020-08-12_A099","2020-09-02","Kelsey-1","8","2","Ambient","Placebo",0.595,"2020-09-02_A099","2020-09-11","Kelsey-1","8","2","Ambient","Placebo",0.565,"2020-09-11_A099","2020-09-18","Kelsey-1","2","2","Ambient","Placebo",0.54,"2020-09-18_A099","2020-09-22","Kelsey-1","2","2","Ambient","Placebo",0.482,"2020-09-22_A099","2020-09-25","Kelsey-1","2","2","Ambient","Placebo",0.45,"2020-09-25_A099","2020-10-02","Kelsey-1","2","2","Ambient","Placebo",0.441,"2020-10-02_A099","2020-10-09","Kelsey-1","2","2","Ambient","Placebo",0.467,"2020-10-09_A099","2020-10-15","Kelsey-1","6","2","Ambient","Placebo",0.484,"2020-10-15_A099","2020-10-23","Kelsey-1","6","2","Ambient","Placebo",0.519,"2020-10-23_A099",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","6","2","Ambient","Placebo",0.482,"2020-10-30_A099","2020-11-06","Kelsey-1","4","2","Ambient","Pathogen",0.432,"2020-11-06_A099"
"A100","2020-08-12","Kelsey-1","5","3","NH4","Pathogen",0.657,"2020-08-12_A100","2020-09-02","Kelsey-1","7","3","NH4","Pathogen",0.605,"2020-09-02_A100","2020-09-11","Kelsey-1","3","3","NH4","Pathogen",0.562,"2020-09-11_A100","2020-09-18","Kelsey-1","3","3","NH4","Pathogen",0.523,"2020-09-18_A100","2020-09-22","Kelsey-1","3","3","NH4","Pathogen",0.534,"2020-09-22_A100","2020-09-25","Kelsey-1","3","3","NH4","Pathogen",0.517,"2020-09-25_A100","2020-10-02","Kelsey-1","3","3","NH4","Pathogen",0.509,"2020-10-02_A100","2020-10-09","Kelsey-1","3","3","NH4","Pathogen",0.528,"2020-10-09_A100","2020-10-15","Kelsey-1","3","3","NH4","Pathogen",0.571,"2020-10-15_A100","2020-10-23","Kelsey-1","3","3","NH4","Pathogen",0.595,"2020-10-23_A100",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","3","3","NH4","Pathogen",0.556,"2020-10-30_A100","2020-11-06","Kelsey-1","2","3","NH4","Pathogen",0.512,"2020-11-06_A100"
"A101","2020-08-12","Kelsey-1","5","8","NH4","Placebo",0.667,"2020-08-12_A101","2020-09-02","Kelsey-1","2","8","NH4","Placebo",0.549,"2020-09-02_A101","2020-09-11","Kelsey-1","2","8","NH4","Placebo",0.555,"2020-09-11_A101","2020-09-18","Kelsey-1","8","8","NH4","Placebo",0.489,"2020-09-18_A101","2020-09-22","Kelsey-1","8","8","NH4","Placebo",0.547,"2020-09-22_A101","2020-09-25","Kelsey-1","8","8","NH4","Placebo",0.504,"2020-09-25_A101","2020-10-02","Kelsey-1","8","8","NH4","Placebo",0.529,"2020-10-02_A101","2020-10-09","Kelsey-1","8","8","NH4","Placebo",0.522,"2020-10-09_A101","2020-10-15","Kelsey-1","8","8","NH4","Placebo",0.585,"2020-10-15_A101","2020-10-23","Kelsey-1","8","8","NH4","Placebo",0.533,"2020-10-23_A101",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","8","8","NH4","Placebo",0.562,"2020-10-30_A101",NA,NA,NA,NA,NA,NA,NA,NA
"A103","2020-08-12","Kelsey-1","5","1","Ambient","Placebo",0.649,"2020-08-12_A103","2020-09-02","Kelsey-1","3","1","Ambient","Placebo",0.568,"2020-09-02_A103","2020-09-11","Kelsey-1","7","1","Ambient","Placebo",0.568,"2020-09-11_A103","2020-09-18","Kelsey-1","1","1","Ambient","Placebo",0.515,"2020-09-18_A103","2020-09-22","Kelsey-1","1","1","Ambient","Placebo",0.499,"2020-09-22_A103","2020-09-25","Kelsey-1","1","1","Ambient","Placebo",0.55,"2020-09-25_A103","2020-10-02","Kelsey-1","1","1","Ambient","Placebo",0.549,"2020-10-02_A103","2020-10-09","Kelsey-1","1","1","Ambient","Placebo",0.536,"2020-10-09_A103","2020-10-15","Kelsey-1","5","1","Ambient","Placebo",0.541,"2020-10-15_A103","2020-10-23","Kelsey-1","5","1","Ambient","Placebo",0.541,"2020-10-23_A103",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Kelsey-1","5","1","Ambient","Placebo",0.487,"2020-10-30_A103","2020-11-06","Kelsey-1","3","1","Ambient","Placebo",0.459,"2020-11-06_A103"
"306",NA,NA,NA,NA,NA,NA,NA,NA,"2020-09-04","Kelsey-1","Holding","Holding","Extra","Extra",0.508,"2020-09-04_306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",NA,NA,NA,NA,NA,NA,NA,NA,"2020-09-04","Acerv2","Holding","Holding","Extra","Extra",0.664,"2020-09-04_355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
